Timestamp,From Bank,Account,To Bank,Account,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 00:02,011,800536B00,011,800536B00,667715.99,US Dollar,667715.99,US Dollar,Reinvestment,0
2022/09/01 00:07,03266,800537030,03266,800537030,31478.15,US Dollar,31478.15,US Dollar,Reinvestment,0
2022/09/01 00:21,011,800536B00,011,800536B00,24.51,US Dollar,24.51,US Dollar,Reinvestment,0
2022/09/01 00:24,01639,800536BA0,01639,800536BA0,14.09,US Dollar,14.09,US Dollar,Reinvestment,0
2022/09/01 00:17,01394,80053A880,01394,80053A880,21.57,US Dollar,21.57,US Dollar,Reinvestment,0
2022/09/01 00:26,02860,80053BB60,02860,80053BB60,158081.05,US Dollar,158081.05,US Dollar,Reinvestment,0
2022/09/01 00:19,03870,80053DAB0,03870,80053DAB0,6653.79,US Dollar,6653.79,US Dollar,Reinvestment,0
2022/09/01 00:06,01217,80053DC80,01217,80053DC80,18.38,US Dollar,18.38,US Dollar,Reinvestment,0
2022/09/01 00:28,011,80053E500,011,80053E500,20068.73,US Dollar,20068.73,US Dollar,Reinvestment,0
2022/09/01 00:10,01291,80053F440,01291,80053F440,693.05,US Dollar,693.05,US Dollar,Reinvestment,0
2022/09/01 00:20,03848,80053F5D0,03848,80053F5D0,3239.24,US Dollar,3239.24,US Dollar,Reinvestment,0
2022/09/01 00:11,00531,80053F760,00531,80053F760,126.23,US Dollar,126.23,US Dollar,Reinvestment,0
2022/09/01 00:23,070,10042B660,00531,80053F760,406.99,US Dollar,406.99,US Dollar,Cheque,0
2022/09/01 00:26,070,10042B660,00531,80053F760,23.44,US Dollar,23.44,US Dollar,Credit Card,0
2022/09/01 00:18,00349,800541C40,00349,800541C40,10325116.89,US Dollar,10325116.89,US Dollar,Reinvestment,0
2022/09/01 00:16,01231,8002C3D00,00349,800541C40,6355.15,US Dollar,6355.15,US Dollar,Cheque,0
2022/09/01 00:15,00349,800541C40,00349,800541C40,11.09,US Dollar,11.09,US Dollar,Reinvestment,0
2022/09/01 00:19,020,800543060,020,800543060,18953.43,US Dollar,18953.43,US Dollar,Reinvestment,0
2022/09/01 00:05,020,800543060,020,800543060,24.51,US Dollar,24.51,US Dollar,Reinvestment,0
2022/09/01 00:18,02860,800544720,02860,800544720,1808.56,US Dollar,1808.56,US Dollar,Reinvestment,0
2022/09/01 00:11,012,800544770,012,800544770,299.65,US Dollar,299.65,US Dollar,Reinvestment,0
2022/09/01 00:24,01231,800544680,01231,800544680,23.38,US Dollar,23.38,US Dollar,Reinvestment,0
2022/09/01 00:12,001,800544A40,001,800544A40,11.30,US Dollar,11.30,US Dollar,Reinvestment,0
2022/09/01 00:03,012,800545630,012,800545630,16.76,US Dollar,16.76,US Dollar,Reinvestment,0
2022/09/01 00:15,020,800157910,0224,800546750,10371.88,US Dollar,10371.88,US Dollar,Cheque,0
2022/09/01 00:24,020,800157910,0224,800546750,22221.97,US Dollar,22221.97,US Dollar,Credit Card,0
2022/09/01 00:13,020,800157910,0224,800546750,11695.24,US Dollar,11695.24,US Dollar,Cash,0
2022/09/01 00:09,00531,800549B70,00531,800549B70,49731.34,US Dollar,49731.34,US Dollar,Reinvestment,0
2022/09/01 00:10,01422,800549930,01422,800549930,2981.11,US Dollar,2981.11,US Dollar,Reinvestment,0
2022/09/01 00:26,01639,8005497F0,01639,8005497F0,6.80,US Dollar,6.80,US Dollar,Reinvestment,0
2022/09/01 00:20,01422,800549930,01422,800549930,18.99,US Dollar,18.99,US Dollar,Reinvestment,0
2022/09/01 00:29,01422,800549E60,0018671,80FA3E690,20.96,US Dollar,20.96,US Dollar,Credit Card,0
2022/09/01 00:05,00394,8002C4700,01217,80054C8C0,10675496.94,US Dollar,10675496.94,US Dollar,Cheque,0
2022/09/01 00:17,00394,8002C4700,01217,80054C8C0,7156.14,US Dollar,7156.14,US Dollar,Credit Card,0
2022/09/01 00:02,00394,8002C4700,01217,80054C8C0,11602881.06,US Dollar,11602881.06,US Dollar,Cash,0
2022/09/01 00:16,00394,8002C4700,01217,80054C8C0,2460460.29,US Dollar,2460460.29,US Dollar,ACH,0
2022/09/01 00:21,01217,80054CFF0,01217,80054CFF0,23.19,US Dollar,23.19,US Dollar,Reinvestment,0
2022/09/01 00:28,011,80054E1B0,011,80054E1B0,355070.82,US Dollar,355070.82,US Dollar,Reinvestment,0
2022/09/01 00:29,00394,80054EE70,012,80054EEC0,22710747.00,US Dollar,22710747.00,US Dollar,ACH,0
2022/09/01 00:25,001,800521A30,020,8005504A0,2510.46,US Dollar,2510.46,US Dollar,Cheque,0
2022/09/01 00:02,001,800521A30,020,8005504A0,3864.81,US Dollar,3864.81,US Dollar,Credit Card,0
2022/09/01 00:16,00394,80054EE70,00394,80054EE70,17.77,US Dollar,17.77,US Dollar,Reinvestment,0
2022/09/01 00:03,012,80054EEC0,013125,812479300,45.07,US Dollar,45.07,US Dollar,Credit Card,0
2022/09/01 00:08,01291,8002C4A60,01291,8002C4A60,5268862.58,US Dollar,5268862.58,US Dollar,Reinvestment,0
2022/09/01 00:27,03792,8002C4B00,01291,8002C4BF0,6066.43,US Dollar,6066.43,US Dollar,Cheque,0
2022/09/01 00:22,01291,8002C4BF0,01291,8002C4BF0,391687.44,US Dollar,391687.44,US Dollar,Reinvestment,0
2022/09/01 00:02,01231,800551520,01231,800551520,268.60,US Dollar,268.60,US Dollar,Reinvestment,0
2022/09/01 00:03,0224,800553020,0224,800553020,17.78,US Dollar,17.78,US Dollar,Reinvestment,0
2022/09/01 00:06,020,800553990,020,800553990,640098.35,US Dollar,640098.35,US Dollar,Reinvestment,0
2022/09/01 00:26,02860,800553DD0,02860,800553DD0,23.00,US Dollar,23.00,US Dollar,Reinvestment,0
2022/09/01 00:15,00349,8005541B0,00349,8005541B0,16.57,US Dollar,16.57,US Dollar,Reinvestment,0
2022/09/01 00:09,02860,800554E70,02860,800554E70,3.32,US Dollar,3.32,US Dollar,Reinvestment,0
2022/09/01 00:05,020,800555440,020,800555440,65266.56,US Dollar,65266.56,US Dollar,Reinvestment,0
2022/09/01 00:09,00394,800555620,00394,800555620,161812.29,US Dollar,161812.29,US Dollar,Reinvestment,0
2022/09/01 00:26,00349,800556370,00349,800556370,73010.45,US Dollar,73010.45,US Dollar,Reinvestment,0
2022/09/01 00:23,01231,800540CA0,01231,800540CA0,873283.48,US Dollar,873283.48,US Dollar,Reinvestment,0
2022/09/01 00:17,001,8005411E0,001,8005411E0,37646.77,US Dollar,37646.77,US Dollar,Reinvestment,0
2022/09/01 00:15,00394,800541F00,00394,800541F00,30748.93,US Dollar,30748.93,US Dollar,Reinvestment,0
2022/09/01 00:26,03869,800542B50,03869,800542B50,233.83,US Dollar,233.83,US Dollar,Reinvestment,0
2022/09/01 00:05,03310,8005433C0,03310,8005433C0,10870.73,US Dollar,10870.73,US Dollar,Reinvestment,0
2022/09/01 00:01,01217,800543460,01217,800543460,8284.93,US Dollar,8284.93,US Dollar,Reinvestment,0
2022/09/01 00:18,020,8005434B0,020,8005434B0,4672.82,US Dollar,4672.82,US Dollar,Reinvestment,0
2022/09/01 00:15,03312,800543860,03312,800543860,11523.72,US Dollar,11523.72,US Dollar,Reinvestment,0
2022/09/01 00:02,03870,800545170,03870,800545170,221.12,US Dollar,221.12,US Dollar,Reinvestment,0
2022/09/01 00:16,02860,8005451C0,02860,8005451C0,26442.87,US Dollar,26442.87,US Dollar,Reinvestment,0
2022/09/01 00:10,01639,800545300,01639,800545300,22928.96,US Dollar,22928.96,US Dollar,Reinvestment,0
2022/09/01 00:26,03840,800545350,00394,800545DF0,11303.16,US Dollar,11303.16,US Dollar,ACH,0
2022/09/01 00:12,00531,800546470,00531,800546470,2825.96,US Dollar,2825.96,US Dollar,Reinvestment,0
2022/09/01 00:16,020,800546A40,020,800546A40,33906.41,US Dollar,33906.41,US Dollar,Reinvestment,0
2022/09/01 00:05,03879,800547000,00394,800545DF0,0.01,US Dollar,0.01,US Dollar,Cheque,0
2022/09/01 00:01,03348,800547800,03348,800547800,13060.89,US Dollar,13060.89,US Dollar,Reinvestment,0
2022/09/01 00:16,01422,800547B20,01422,800547B20,6950.91,US Dollar,6950.91,US Dollar,Reinvestment,0
2022/09/01 00:13,020,800548160,020,800548160,3080.45,US Dollar,3080.45,US Dollar,Reinvestment,0
2022/09/01 00:12,03865,8005481B0,03865,8005481B0,2808.81,US Dollar,2808.81,US Dollar,Reinvestment,0
2022/09/01 00:21,00531,800548E20,00531,800548E20,414.49,US Dollar,414.49,US Dollar,Reinvestment,0
2022/09/01 00:04,02860,8005494A0,02860,8005494A0,81053.91,US Dollar,81053.91,US Dollar,Reinvestment,0
2022/09/01 00:03,020,80054ACA0,020,80054ACA0,1057.81,US Dollar,1057.81,US Dollar,Reinvestment,0
2022/09/01 00:27,03343,80054B060,03343,80054B060,1203.14,US Dollar,1203.14,US Dollar,Reinvestment,0
2022/09/01 00:05,00349,80054B420,00349,80054B420,3830.30,US Dollar,3830.30,US Dollar,Reinvestment,0
2022/09/01 00:15,01217,80054B600,01217,80054B600,93482.34,US Dollar,93482.34,US Dollar,Reinvestment,0
2022/09/01 00:20,03374,80054B790,03374,80054B790,6367.47,US Dollar,6367.47,US Dollar,Reinvestment,0
2022/09/01 00:22,01231,80054BEC0,01231,80054BEC0,1879.59,US Dollar,1879.59,US Dollar,Reinvestment,0
2022/09/01 00:24,00394,80054BF10,00394,80054BF10,2810.32,US Dollar,2810.32,US Dollar,Reinvestment,0
2022/09/01 00:26,03423,80054D6B0,03423,80054D6B0,11480.24,US Dollar,11480.24,US Dollar,Reinvestment,0
2022/09/01 00:23,0224,80054DA20,0224,80054DA20,187768.61,US Dollar,187768.61,US Dollar,Reinvestment,0
2022/09/01 00:16,03885,80054E3B0,03885,80054E3B0,11555.66,US Dollar,11555.66,US Dollar,Reinvestment,0
2022/09/01 00:08,03558,80054E6C0,03558,80054E6C0,64.74,US Dollar,64.74,US Dollar,Reinvestment,0
2022/09/01 00:00,0224,80054E710,0224,80054E710,35628.71,US Dollar,35628.71,US Dollar,Reinvestment,0
2022/09/01 00:18,00531,800550C70,00531,800550C70,5776.86,US Dollar,5776.86,US Dollar,Reinvestment,0
2022/09/01 00:28,01291,8005523D0,01291,8005523D0,11953.63,US Dollar,11953.63,US Dollar,Reinvestment,0
2022/09/01 00:13,03266,800552470,03266,800552470,229.57,US Dollar,229.57,US Dollar,Reinvestment,0
2022/09/01 00:08,011,800547BC0,01217,8005527E0,4135.93,US Dollar,4135.93,US Dollar,Cheque,0
2022/09/01 00:07,03888,800552880,01231,800540CA0,0.14,US Dollar,0.14,US Dollar,ACH,0
2022/09/01 00:24,01394,800552A50,01394,800552A50,1006.60,US Dollar,1006.60,US Dollar,Reinvestment,0
2022/09/01 00:28,03890,800553470,03890,800553470,2529.13,US Dollar,2529.13,US Dollar,Reinvestment,0
2022/09/01 00:16,01291,800554830,01291,800554830,99824.71,US Dollar,99824.71,US Dollar,Reinvestment,0
2022/09/01 00:23,03870,800554A10,03870,800554A10,14324.75,US Dollar,14324.75,US Dollar,Reinvestment,0
2022/09/01 00:12,03892,800554A60,01394,80054B1A0,0.01,US Dollar,0.01,US Dollar,Cheque,0
2022/09/01 00:09,01394,800555220,01394,800555220,1011.71,US Dollar,1011.71,US Dollar,Reinvestment,0
2022/09/01 00:19,03865,800555A20,03865,800555A20,2523.21,US Dollar,2523.21,US Dollar,Reinvestment,0
2022/09/01 00:27,00531,800555BB0,00531,800555BB0,5579.77,US Dollar,5579.77,US Dollar,Reinvestment,0
2022/09/01 00:18,012,8005560B0,012,8005560B0,53704.37,US Dollar,53704.37,US Dollar,Reinvestment,0
2022/09/01 00:29,00394,800541F00,00394,800541F00,10.50,US Dollar,10.50,US Dollar,Reinvestment,0
2022/09/01 00:29,01291,800542BA0,01291,800542BA0,7.31,US Dollar,7.31,US Dollar,Reinvestment,0
2022/09/01 00:02,00394,800545DF0,00394,800545DF0,17.01,US Dollar,17.01,US Dollar,Reinvestment,0
2022/09/01 00:22,00531,800546470,00531,800546470,24.62,US Dollar,24.62,US Dollar,Reinvestment,0
2022/09/01 00:17,00349,800547990,00349,800547990,20.47,US Dollar,20.47,US Dollar,Reinvestment,0
2022/09/01 00:24,020,800547C10,020,800547C10,16.80,US Dollar,16.80,US Dollar,Reinvestment,0
2022/09/01 00:25,00394,8005494F0,021939,8102800C0,45.78,US Dollar,45.78,US Dollar,Credit Card,0
2022/09/01 00:23,02860,80054AC30,015640,80C2FE500,3.42,US Dollar,3.42,US Dollar,Credit Card,0
2022/09/01 00:23,01394,80054B1A0,01394,80054B1A0,3.06,US Dollar,3.06,US Dollar,Reinvestment,0
2022/09/01 00:20,00349,80054D9D0,00349,80054D9D0,16.91,US Dollar,16.91,US Dollar,Reinvestment,0
2022/09/01 00:07,0224,80054DA20,0224,80054DA20,12.48,US Dollar,12.48,US Dollar,Reinvestment,0
2022/09/01 00:21,00394,80054DA70,00394,80054DA70,14.84,US Dollar,14.84,US Dollar,Reinvestment,0
2022/09/01 00:02,00531,800550C70,00531,800550C70,21.12,US Dollar,21.12,US Dollar,Reinvestment,0
2022/09/01 00:22,01217,8005527E0,0010416,80744CB20,5.87,US Dollar,5.87,US Dollar,Credit Card,0
2022/09/01 00:28,01394,800552A50,01394,800552A50,21.97,US Dollar,21.97,US Dollar,Reinvestment,0
2022/09/01 00:23,01639,800553330,0122779,813746200,31.28,US Dollar,31.28,US Dollar,Credit Card,0
2022/09/01 00:29,00349,800554650,00349,800554650,8.91,US Dollar,8.91,US Dollar,Reinvestment,0
2022/09/01 00:07,020,800556680,005394,806045B00,78.30,US Dollar,78.30,US Dollar,Credit Card,0
2022/09/01 00:29,00531,800556770,00531,800556770,23.96,US Dollar,23.96,US Dollar,Reinvestment,0
2022/09/01 00:01,001,800556950,005855,805520560,7.16,US Dollar,7.16,US Dollar,Credit Card,0
2022/09/01 00:05,01422,80055D030,01422,80055D030,56025.84,US Dollar,56025.84,US Dollar,Reinvestment,0
2022/09/01 00:27,01422,80055D030,01422,80055D030,5.53,US Dollar,5.53,US Dollar,Reinvestment,0
2022/09/01 00:09,03418,80052B0D0,03418,80052B0D0,28845.00,US Dollar,28845.00,US Dollar,Reinvestment,0
2022/09/01 00:01,03280,80052C460,03280,80052C460,295.09,US Dollar,295.09,US Dollar,Reinvestment,0
2022/09/01 00:28,012,80052C550,012,80052C550,13477.37,US Dollar,13477.37,US Dollar,Reinvestment,0
2022/09/01 00:02,020,80052D890,020,80052D890,21961.80,US Dollar,21961.80,US Dollar,Reinvestment,0
2022/09/01 00:09,020,80052EFA0,020,80052EFA0,23092.68,US Dollar,23092.68,US Dollar,Reinvestment,0
2022/09/01 00:10,03280,800530010,03280,800530010,975.95,US Dollar,975.95,US Dollar,Reinvestment,0
2022/09/01 00:29,01291,800532130,01291,800532130,14897.03,US Dollar,14897.03,US Dollar,Reinvestment,0
2022/09/01 00:26,00531,8005335A0,00531,8005335A0,98798.60,US Dollar,98798.60,US Dollar,Reinvestment,0
2022/09/01 00:17,01394,8005356A0,01394,8005356A0,16230.89,US Dollar,16230.89,US Dollar,Reinvestment,0
2022/09/01 00:26,01291,8001249D0,01291,8001249D0,23448.95,US Dollar,23448.95,US Dollar,Reinvestment,0
2022/09/01 00:17,03543,800124A20,03543,800124A20,3299.54,US Dollar,3299.54,US Dollar,Reinvestment,0
2022/09/01 00:24,01231,800124B60,01231,800124B60,16627.31,US Dollar,16627.31,US Dollar,Reinvestment,0
2022/09/01 00:16,001,8005365B0,001,8005365B0,21297.82,US Dollar,21297.82,US Dollar,Reinvestment,0
2022/09/01 00:01,03525,800536600,03525,800536600,3782.72,US Dollar,3782.72,US Dollar,Reinvestment,0
2022/09/01 00:20,01291,8005366A0,01291,8005366A0,544.69,US Dollar,544.69,US Dollar,Reinvestment,0
2022/09/01 00:11,03312,800536740,03312,800536740,348.03,US Dollar,348.03,US Dollar,Reinvestment,0
2022/09/01 00:20,03814,80053C0F0,03814,80053C0F0,533.22,US Dollar,533.22,US Dollar,Reinvestment,0
2022/09/01 00:20,03869,80053C1E0,00531,8005335A0,2243.23,US Dollar,2243.23,US Dollar,ACH,0
2022/09/01 00:17,01394,80053CAC0,01394,80053CAC0,2481.97,US Dollar,2481.97,US Dollar,Reinvestment,0
2022/09/01 00:10,03830,80053D060,03830,80053D060,1151.43,US Dollar,1151.43,US Dollar,Reinvestment,0
2022/09/01 00:29,01217,80053EB90,01217,80053EB90,21799.42,US Dollar,21799.42,US Dollar,Reinvestment,0
2022/09/01 00:21,01394,80053ED70,01394,80053ED70,108587.90,US Dollar,108587.90,US Dollar,Reinvestment,0
2022/09/01 00:02,02860,80055BB30,02860,80055BB30,9814.78,US Dollar,9814.78,US Dollar,Reinvestment,0
2022/09/01 00:10,01217,80055BE00,01217,80055BE00,6591.40,US Dollar,6591.40,US Dollar,Reinvestment,0
2022/09/01 00:25,02860,80055BEA0,02860,80055BEA0,27223.62,US Dollar,27223.62,US Dollar,Reinvestment,0
2022/09/01 00:24,01231,80055C940,01231,80055C940,20828.00,US Dollar,20828.00,US Dollar,Reinvestment,0
2022/09/01 00:04,01394,80055CDF0,01394,80055CDF0,137798.14,US Dollar,137798.14,US Dollar,Reinvestment,0
2022/09/01 00:09,01394,80052AF40,01394,80052AF40,20.23,US Dollar,20.23,US Dollar,Reinvestment,0
2022/09/01 00:29,0224,80052C5F0,0224,80052C5F0,5.85,US Dollar,5.85,US Dollar,Reinvestment,0
2022/09/01 00:07,011,80052FE80,0016739,808286750,20.99,US Dollar,20.99,US Dollar,Credit Card,0
2022/09/01 00:14,012,800532990,012,800532990,10.19,US Dollar,10.19,US Dollar,Reinvestment,0
2022/09/01 00:20,01639,800535650,01639,800535650,11.48,US Dollar,11.48,US Dollar,Reinvestment,0
2022/09/01 00:02,020,800536830,0219975,80CE5EAB0,5.74,US Dollar,5.74,US Dollar,Credit Card,0
2022/09/01 00:18,012,80053C000,012,80053C000,21.38,US Dollar,21.38,US Dollar,Reinvestment,0
2022/09/01 00:15,011,80053CA20,011,80053CA20,8.78,US Dollar,8.78,US Dollar,Reinvestment,0
2022/09/01 00:04,0224,80055BAE0,0224,80055BAE0,20.64,US Dollar,20.64,US Dollar,Reinvestment,0
2022/09/01 00:29,01217,80055BE00,01217,80055BE00,5.65,US Dollar,5.65,US Dollar,Reinvestment,0
2022/09/01 00:10,02860,80055BEA0,02860,80055BEA0,14.04,US Dollar,14.04,US Dollar,Reinvestment,0
2022/09/01 00:03,01422,8005631B0,01422,8005631B0,83592.19,US Dollar,83592.19,US Dollar,Reinvestment,0
2022/09/01 00:27,02860,800563200,02860,800563200,1463.93,US Dollar,1463.93,US Dollar,Reinvestment,0
2022/09/01 00:15,00531,8004FEF90,00531,8004FEF90,26585.97,US Dollar,26585.97,US Dollar,Reinvestment,0
2022/09/01 00:20,01231,800527A00,01231,800527A00,4895.50,US Dollar,4895.50,US Dollar,Reinvestment,0
2022/09/01 00:20,00349,800562F60,00349,800562F60,15799.86,US Dollar,15799.86,US Dollar,Reinvestment,0
2022/09/01 00:00,01231,800563840,01231,800563840,7137.55,US Dollar,7137.55,US Dollar,Reinvestment,0
2022/09/01 00:02,01231,800527A00,020,800563A70,1148446.00,US Dollar,1148446.00,US Dollar,ACH,0
2022/09/01 00:29,03695,800563DE0,01422,800562F10,0.01,US Dollar,0.01,US Dollar,Cheque,0
2022/09/01 00:09,00531,8004FEF90,00531,8004FEF90,21.83,US Dollar,21.83,US Dollar,Reinvestment,0
2022/09/01 00:24,01639,800529A90,0016866,806564000,43.62,US Dollar,43.62,US Dollar,Credit Card,0
2022/09/01 00:25,01422,800562F10,01422,800562F10,3.05,US Dollar,3.05,US Dollar,Reinvestment,0
2022/09/01 00:14,00531,800563930,003389,8062F5310,101.34,US Dollar,101.34,US Dollar,Credit Card,0
2022/09/01 00:09,020,800563A70,0115966,80FC560C0,364.59,US Dollar,364.59,US Dollar,Credit Card,0
2022/09/01 00:01,0224,8005666C0,0224,8005666C0,13.44,US Dollar,13.44,US Dollar,Reinvestment,0
2022/09/01 00:10,00349,800566480,00349,800566480,78771.02,US Dollar,78771.02,US Dollar,Reinvestment,0
2022/09/01 00:18,01291,800566EC0,01291,800566EC0,11.80,US Dollar,11.80,US Dollar,Reinvestment,0
2022/09/01 00:05,011,8005674F0,011,8005674F0,3.87,US Dollar,3.87,US Dollar,Reinvestment,0
2022/09/01 00:19,011,8005685B0,011,8005685B0,2457.28,US Dollar,2457.28,US Dollar,Reinvestment,0
2022/09/01 00:22,011,800569F70,011,800569F70,139313.78,US Dollar,139313.78,US Dollar,Reinvestment,0
2022/09/01 00:20,011,800569F70,011,800569F70,23.44,US Dollar,23.44,US Dollar,Reinvestment,0
2022/09/01 00:22,01217,80056A470,01217,80056A470,10.10,US Dollar,10.10,US Dollar,Reinvestment,0
2022/09/01 00:16,011,8002CCA00,020,80056AC90,188.90,US Dollar,188.90,US Dollar,Cheque,0
2022/09/01 00:26,011,8002CCA00,020,80056AC90,733.29,US Dollar,733.29,US Dollar,Credit Card,0
2022/09/01 00:02,01422,80056D830,01422,80056D830,1075720.85,US Dollar,1075720.85,US Dollar,Reinvestment,0
2022/09/01 00:01,01422,80056D830,01422,80056D830,22.68,US Dollar,22.68,US Dollar,Reinvestment,0
2022/09/01 00:28,01422,80056DC60,01422,80056DC60,398913.39,US Dollar,398913.39,US Dollar,Reinvestment,0
2022/09/01 00:12,01422,80056DC60,01422,80056DC60,24.44,US Dollar,24.44,US Dollar,Reinvestment,0
2022/09/01 00:07,02860,80056F030,02860,80056F030,129699.24,US Dollar,129699.24,US Dollar,Reinvestment,0
2022/09/01 00:24,01639,800570D30,01639,800570D30,427.80,US Dollar,427.80,US Dollar,Reinvestment,0
2022/09/01 00:15,02860,8005714C0,02860,8005714C0,41265.72,US Dollar,41265.72,US Dollar,Reinvestment,0
2022/09/01 00:09,02860,8005714C0,02860,8005714C0,8.59,US Dollar,8.59,US Dollar,Reinvestment,0
2022/09/01 00:18,001,800571F90,001,800571F90,12970.22,US Dollar,12970.22,US Dollar,Reinvestment,0
2022/09/01 00:09,03512,800571FE0,03512,800571FE0,3678.44,US Dollar,3678.44,US Dollar,Reinvestment,0
2022/09/01 00:25,012,8005720D0,012,8005720D0,32007.19,US Dollar,32007.19,US Dollar,Reinvestment,0
2022/09/01 00:14,01639,8005711E0,01639,8005711E0,8.32,US Dollar,8.32,US Dollar,Reinvestment,0
2022/09/01 00:16,011,800570900,011,800570900,8.27,US Dollar,8.27,US Dollar,Reinvestment,0
2022/09/01 00:10,00349,800570FD0,00349,800570FD0,5.86,US Dollar,5.86,US Dollar,Reinvestment,0
2022/09/01 00:27,01231,800573990,01231,800573990,5.23,US Dollar,5.23,US Dollar,Reinvestment,0
2022/09/01 00:14,011,800575F00,011,800575F00,853246.65,US Dollar,853246.65,US Dollar,Reinvestment,0
2022/09/01 00:11,001,800575FF0,001,800575FF0,12.48,US Dollar,12.48,US Dollar,Reinvestment,0
2022/09/01 00:28,01217,8004EEAF0,01217,8004EEAF0,6549.64,US Dollar,6549.64,US Dollar,Reinvestment,0
2022/09/01 00:04,001,8004EFA00,001,8004EFA00,15435.01,US Dollar,15435.01,US Dollar,Reinvestment,0
2022/09/01 00:20,011,8004F01E0,011,8004F01E0,10284.91,US Dollar,10284.91,US Dollar,Reinvestment,0
2022/09/01 00:27,020,8004F0280,020,8004F0280,84514.30,US Dollar,84514.30,US Dollar,Reinvestment,0
2022/09/01 00:06,00349,8004F0370,00349,8004F0370,18926.55,US Dollar,18926.55,US Dollar,Reinvestment,0
2022/09/01 00:10,03822,8004F03C0,012,8004FE010,13080.78,US Dollar,13080.78,US Dollar,Cheque,0
2022/09/01 00:09,020,800567820,00349,8004F1850,1187703.74,US Dollar,1187703.74,US Dollar,Cheque,0
2022/09/01 00:03,03830,8004F18A0,03830,8004F18A0,1100.01,US Dollar,1100.01,US Dollar,Reinvestment,0
2022/09/01 00:09,03368,8004F3BC0,03368,8004F3BC0,1059.53,US Dollar,1059.53,US Dollar,Reinvestment,0
2022/09/01 00:02,01217,8004F3C10,01217,8004F3C10,133245.10,US Dollar,133245.10,US Dollar,Reinvestment,0
2022/09/01 00:28,00349,8004F3CB0,00349,8004F3CB0,944.36,US Dollar,944.36,US Dollar,Reinvestment,0
2022/09/01 00:02,020,8004F3E90,020,8004F3E90,33454.78,US Dollar,33454.78,US Dollar,Reinvestment,0
2022/09/01 00:24,01217,80056F370,00531,8004F77C0,394630.00,US Dollar,394630.00,US Dollar,ACH,0
2022/09/01 00:18,01422,8004F7810,01422,8004F7810,25021.77,US Dollar,25021.77,US Dollar,Reinvestment,0
2022/09/01 00:12,01217,8004F7860,01217,8004F7860,6423.35,US Dollar,6423.35,US Dollar,Reinvestment,0
2022/09/01 00:29,00394,8004F79A0,00394,8004F79A0,29016.27,US Dollar,29016.27,US Dollar,Reinvestment,0
2022/09/01 00:19,012,8004FE010,012,8004FE010,7479.37,US Dollar,7479.37,US Dollar,Reinvestment,0
2022/09/01 00:21,01291,800566BD0,01291,800566BD0,17467.60,US Dollar,17467.60,US Dollar,Reinvestment,0
2022/09/01 00:19,03558,800568B40,03558,800568B40,15259.32,US Dollar,15259.32,US Dollar,Reinvestment,0
2022/09/01 00:13,001,800569830,001,800569830,23.55,US Dollar,23.55,US Dollar,Reinvestment,0
2022/09/01 00:24,03581,8005698D0,03581,8005698D0,10121.98,US Dollar,10121.98,US Dollar,Reinvestment,0
2022/09/01 00:13,03278,80056CC40,03278,80056CC40,2239.72,US Dollar,2239.72,US Dollar,Reinvestment,0
2022/09/01 00:23,001,80056CF60,001,80056CF60,3091.48,US Dollar,3091.48,US Dollar,Reinvestment,0
2022/09/01 00:25,01217,80056F370,01217,80056F370,47563.59,US Dollar,47563.59,US Dollar,Reinvestment,0
2022/09/01 00:14,03896,80056FA80,03896,80056FA80,1132.69,US Dollar,1132.69,US Dollar,Reinvestment,0
2022/09/01 00:19,020,800043DA0,01639,800568AF0,2558.61,US Dollar,2558.61,US Dollar,Cheque,0
2022/09/01 00:21,020,800043DA0,01639,800568AF0,2612.81,US Dollar,2612.81,US Dollar,Credit Card,0
2022/09/01 00:09,01217,8004EEAF0,01217,8004EEAF0,23.37,US Dollar,23.37,US Dollar,Reinvestment,0
2022/09/01 00:29,0224,8004EF160,0224,8004EF160,8.13,US Dollar,8.13,US Dollar,Reinvestment,0
2022/09/01 00:18,011,8004F01E0,011,8004F01E0,17.38,US Dollar,17.38,US Dollar,Reinvestment,0
2022/09/01 00:22,020,8004F0280,020,8004F0280,5.54,US Dollar,5.54,US Dollar,Reinvestment,0
2022/09/01 00:19,00349,8004F0E30,00349,8004F0E30,9.98,US Dollar,9.98,US Dollar,Reinvestment,0
2022/09/01 00:13,0224,8004F1220,0035145,81B729110,85.60,US Dollar,85.60,US Dollar,Credit Card,0
2022/09/01 00:02,00349,8004F1850,0028865,80DAAAA00,9.24,US Dollar,9.24,US Dollar,Credit Card,0
2022/09/01 00:28,020,8004F3E90,020,8004F3E90,5.86,US Dollar,5.86,US Dollar,Reinvestment,0
2022/09/01 00:21,00531,8004F3F30,0031635,81640B870,45.30,US Dollar,45.30,US Dollar,Credit Card,0
2022/09/01 00:26,00531,8004F77C0,0215514,8169BE3D0,1.38,US Dollar,1.38,US Dollar,Credit Card,0
2022/09/01 00:15,01639,800566260,01639,800566260,21.49,US Dollar,21.49,US Dollar,Reinvestment,0
2022/09/01 00:17,012,800567210,0065793,81B7292A0,136.63,US Dollar,136.63,US Dollar,Credit Card,0
2022/09/01 00:23,020,800567820,020,800567820,9.12,US Dollar,9.12,US Dollar,Reinvestment,0
